t_mid,goodput_bps,destination,cc_algorithm,run_id
9.750028252601624,908921088.0,185.93.1.65:5201,cubic,2
0.25003111362457275,749241344.0,185.93.1.65:5201,reno,0
0.7500628232955933,774747648.0,185.93.1.65:5201,reno,0
1.2500641345977783,879634944.0,185.93.1.65:5201,reno,0
1.7501003742218018,574209792.0,185.93.1.65:5201,reno,0
2.250099778175354,699365376.0,185.93.1.65:5201,reno,0
2.7500633001327515,830343168.0,185.93.1.65:5201,reno,0
3.250062942504883,781489152.0,185.93.1.65:5201,reno,0
3.7500640153884888,615249792.0,185.93.1.65:5201,reno,0
4.2500633001327515,752596992.0,185.93.1.65:5201,reno,0
4.750061750411987,875695104.0,185.93.1.65:5201,reno,0
5.2500622272491455,749467008.0,185.93.1.65:5201,reno,0
5.750062108039856,647753472.0,185.93.1.65:5201,reno,0
6.250062465667725,787924224.0,185.93.1.65:5201,reno,0
6.7500633001327515,907695360.0,185.93.1.65:5201,reno,0
7.250062823295593,653488128.0,185.93.1.65:5201,reno,0
7.750062346458435,249391872.0,185.93.1.65:5201,reno,0
8.250061869621277,233807616.0,185.93.1.65:5201,reno,0
8.750061273574829,376736256.0,185.93.1.65:5201,reno,0
9.25006091594696,511916544.0,185.93.1.65:5201,reno,0
9.750030279159546,652481280.0,185.93.1.65:5201,reno,0
0.25003135204315186,430375424.0,185.93.1.65:5201,reno,1
0.7500628232955933,507560832.0,185.93.1.65:5201,reno,1
1.2500636577606201,622253952.0,185.93.1.65:5201,reno,1
1.7500640153884888,767590272.0,185.93.1.65:5201,reno,1
2.2500609159469604,890732160.0,185.93.1.65:5201,reno,1
2.750061273574829,799437312.0,185.93.1.65:5201,reno,1
3.25006365776062,646089984.0,185.93.1.65:5201,reno,1
3.750062584877014,787924224.0,185.93.1.65:5201,reno,1
4.250066041946411,901522944.0,185.93.1.65:5201,reno,1
4.7500656843185425,842578560.0,185.93.1.65:5201,reno,1
5.250068187713623,628119936.0,185.93.1.65:5201,reno,1
5.750068783760071,782692992.0,185.93.1.65:5201,reno,1
6.250062823295593,903361536.0,185.93.1.65:5201,reno,1
6.750062823295593,640027008.0,185.93.1.65:5201,reno,1
7.250062465667725,693740160.0,185.93.1.65:5201,reno,1
7.750061988830566,831350016.0,185.93.1.65:5201,reno,1
8.250062227249146,827497728.0,185.93.1.65:5201,reno,1
8.75006651878357,722150784.0,185.93.1.65:5201,reno,1
9.250063419342041,718714368.0,185.93.1.65:5201,reno,1
9.750028252601624,723485952.0,185.93.1.65:5201,reno,1
0.2500324249267578,318166144.0,185.93.1.65:5201,reno,2
0.7500643730163574,453344256.0,185.93.1.65:5201,reno,2
1.250081181526184,573815808.0,185.93.1.65:5201,reno,2
1.7501145601272583,718101504.0,185.93.1.65:5201,reno,2
2.2500964403152466,859279104.0,185.93.1.65:5201,reno,2
2.7500768899917603,750670848.0,185.93.1.65:5201,reno,2
3.250096321105957,637597440.0,185.93.1.65:5201,reno,2
3.750101327896118,782802432.0,185.93.1.65:5201,reno,2
4.250098824501038,905791104.0,185.93.1.65:5201,reno,2
4.750079035758972,570401280.0,185.93.1.65:5201,reno,2
5.250061988830566,707879808.0,185.93.1.65:5201,reno,2
5.7500622272491455,845358336.0,185.93.1.65:5201,reno,2
6.250062942504883,720137088.0,185.93.1.65:5201,reno,2
6.750069975852966,632409984.0,185.93.1.65:5201,reno,2
7.250085234642029,777943296.0,185.93.1.65:5201,reno,2
7.7500821352005005,837588096.0,185.93.1.65:5201,reno,2
8.250069260597229,719458560.0,185.93.1.65:5201,reno,2
8.750072002410889,717247872.0,185.93.1.65:5201,reno,2
9.250065922737122,716744448.0,185.93.1.65:5201,reno,2
9.750028014183044,717379200.0,185.93.1.65:5201,reno,2
0.25002968311309814,531462528.0,185.93.1.65:5201,custom,0
0.7500594854354858,531790848.0,185.93.1.65:5201,custom,0
1.2500739097595215,531834624.0,185.93.1.65:5201,custom,0
1.7501006126403809,531856512.0,185.93.1.65:5201,custom,0
2.2501503229141235,532775808.0,185.93.1.65:5201,custom,0
2.750149726867676,531747072.0,185.93.1.65:5201,custom,0
3.2500851154327393,531615744.0,185.93.1.65:5201,custom,0
3.7500537633895874,531659520.0,185.93.1.65:5201,custom,0
4.250054478645325,531484416.0,185.93.1.65:5201,custom,0
4.750083327293396,530805888.0,185.93.1.65:5201,custom,0
5.250075101852417,532841472.0,185.93.1.65:5201,custom,0
5.750046372413635,531571968.0,185.93.1.65:5201,custom,0
6.250077128410339,532162944.0,185.93.1.65:5201,custom,0
6.7500903606414795,532907136.0,185.93.1.65:5201,custom,0
7.2500691413879395,531156096.0,185.93.1.65:5201,custom,0
7.7500633001327515,531177984.0,185.93.1.65:5201,custom,0
8.25007939338684,532031616.0,185.93.1.65:5201,custom,0
8.750082969665527,533038464.0,185.93.1.65:5201,custom,0
9.250088930130005,532053504.0,185.93.1.65:5201,custom,0
9.75005328655243,534089088.0,185.93.1.65:5201,custom,0
0.25003159046173096,521963136.0,185.93.1.65:5201,custom,1
0.7500624656677246,526165632.0,185.93.1.65:5201,custom,1
1.2500622272491455,526384512.0,185.93.1.65:5201,custom,1
1.7500636577606201,528551424.0,185.93.1.65:5201,custom,1
2.2500609159469604,526669056.0,185.93.1.65:5201,custom,1
2.7500604391098022,529689600.0,185.93.1.65:5201,custom,1
3.2500604391098022,526143744.0,185.93.1.65:5201,custom,1
3.7500582933425903,526034304.0,185.93.1.65:5201,custom,1
4.250061869621277,527719680.0,185.93.1.65:5201,custom,1
4.750066518783569,529076736.0,185.93.1.65:5201,custom,1
5.250064134597778,527347584.0,185.93.1.65:5201,custom,1
5.750061631202698,527019264.0,185.93.1.65:5201,custom,1
6.250065565109253,528157440.0,185.93.1.65:5201,custom,1
6.750067591667175,528026112.0,185.93.1.65:5201,custom,1
7.250064969062805,528507648.0,185.93.1.65:5201,custom,1
7.750062704086304,530061696.0,185.93.1.65:5201,custom,1
8.250063419342041,526822272.0,185.93.1.65:5201,custom,1
8.750064253807068,528682752.0,185.93.1.65:5201,custom,1
9.25006365776062,525465216.0,185.93.1.65:5201,custom,1
9.750031232833862,528004224.0,185.93.1.65:5201,custom,1
0.250030517578125,531331200.0,185.93.1.65:5201,custom,2
0.7500615119934082,532316160.0,185.93.1.65:5201,custom,2
1.2500630617141724,526756608.0,185.93.1.65:5201,custom,2
1.7500640153884888,530411904.0,185.93.1.65:5201,custom,2
2.250063419342041,533826432.0,185.93.1.65:5201,custom,2
2.750062346458435,533038464.0,185.93.1.65:5201,custom,2
3.2500635385513306,532863360.0,185.93.1.65:5201,custom,2
3.7500643730163574,533520000.0,185.93.1.65:5201,custom,2
4.250062942504883,533279232.0,185.93.1.65:5201,custom,2
4.750062346458435,533410560.0,185.93.1.65:5201,custom,2
5.250062465667725,532294272.0,185.93.1.65:5201,custom,2
5.750061988830566,148333568.0,185.93.1.65:5201,custom,2
6.250062108039856,70501248.0,185.93.1.65:5201,custom,2
6.7500633001327515,69954048.0,185.93.1.65:5201,custom,2
7.250065207481384,69538176.0,185.93.1.65:5201,custom,2
7.750067830085754,70107264.0,185.93.1.65:5201,custom,2
8.250065684318542,69406848.0,185.93.1.65:5201,custom,2
8.7500661611557,70260480.0,185.93.1.65:5201,custom,2
9.250069379806519,69954048.0,185.93.1.65:5201,custom,2
9.75003445148468,69647616.0,185.93.1.65:5201,custom,2
